"","Offspring","Date","Order","BirdID","Cohort"
"1377",1,"24/11/2012",1,320,2012
"1378",3,"24/11/2012",3,498,2012
"1379",3,"25/11/2012",4,498,2012
"1380",1,"27/11/2012",3,554,2012
"1381",3,"28/11/2012",2,51,2012
"1382",0,"28/11/2012",3,670,2012
"1383",2,"29/11/2012",2,296,2012
"1384",2,"29/11/2012",4,508,2012
"1385",1,"30/11/2012",2,191,2012
"1386",2,"30/11/2012",2,244,2012
"1387",3,"30/11/2012",2,253,2012
"1388",1,"30/11/2012",2,272,2012
"1389",2,"1/12/2012",3,68,2012
"1390",2,"1/12/2012",1,547,2012
"1391",4,"1/12/2012",4,645,2012
"1392",0,"2/12/2012",3,12,2012
"1393",0,"2/12/2012",2,503,2012
"1394",1,"2/12/2012",3,650,2012
"1395",2,"2/12/2012",2,653,2012
"1396",3,"3/12/2012",3,17,2012
"1397",2,"3/12/2012",2,380,2012
"1398",3,"4/12/2012",2,358,2012
"1399",2,"4/12/2012",2,548,2012
"1400",1,"6/12/2012",3,115,2012
"1401",1,"6/12/2012",2,234,2012
"1402",2,"6/12/2012",1,257,2012
"1403",3,"6/12/2012",3,405,2012
"1404",2,"6/12/2012",3,522,2012
"1405",2,"6/12/2012",2,673,2012
"1406",2,"7/12/2012",2,138,2012
"1407",1,"7/12/2012",3,220,2012
"1408",3,"7/12/2012",2,420,2012
"1409",2,"7/12/2012",4,561,2012
"1410",2,"7/12/2012",3,675,2012
"1411",0,"8/12/2012",5,498,2012
"1412",1,"8/12/2012",4,507,2012
"1413",1,"8/12/2012",3,624,2012
"1414",0,"10/12/2012",4,220,2012
"1415",2,"12/12/2012",3,517,2012
"1416",2,"12/12/2012",4,526,2012
"1417",2,"14/12/2012",4,405,2012
"1418",2,"14/12/2012",3,682,2012
"1419",3,"15/12/2012",1,339,2012
"1420",1,"15/12/2012",3,614,2012
"1421",1,"16/12/2012",2,494,2012
"1422",4,"19/12/2012",1,194,2012
"1423",2,"19/12/2012",3,494,2012
"1424",1,"20/12/2012",2,550,2012
"1425",1,"22/12/2012",2,378,2012
"1426",3,"22/12/2012",3,440,2012
"1427",2,"23/12/2012",2,384,2012
"1428",2,"23/12/2012",3,451,2012
"1429",1,"23/12/2012",4,675,2012
"1430",3,"25/12/2012",3,420,2012
"1431",4,"26/12/2012",3,51,2012
"1432",3,"26/12/2012",5,220,2012
"1433",2,"27/12/2012",3,503,2012
"1434",2,"27/12/2012",5,645,2012
"1435",2,"29/12/2012",4,650,2012
"1436",3,"30/12/2012",4,12,2012
"1437",0,"30/12/2012",3,217,2012
"1438",3,"10/01/2013",3,689,2012
"1439",2,"13/01/2013",5,569,2012
"1440",1,"6/09/2013",1,103,2013
"1441",0,"15/09/2013",2,517,2013
"1442",2,"22/09/2013",1,272,2013
"1443",1,"2/10/2013",1,51,2013
"1444",2,"3/10/2013",3,517,2013
"1445",1,"5/10/2013",1,115,2013
"1446",2,"5/10/2013",1,485,2013
"1447",0,"6/10/2013",1,670,2013
"1448",2,"6/10/2013",1,675,2013
"1449",1,"7/10/2013",2,272,2013
"1450",2,"8/10/2013",1,594,2013
"1451",1,"10/10/2013",1,650,2013
"1452",1,"11/10/2013",1,438,2013
"1453",1,"11/10/2013",1,507,2013
"1454",3,"11/10/2013",1,569,2013
"1455",0,"12/10/2013",1,388,2013
"1456",1,"13/10/2013",2,103,2013
"1457",2,"13/10/2013",1,244,2013
"1458",1,"14/10/2013",1,546,2013
"1459",0,"14/10/2013",1,614,2013
"1460",2,"14/10/2013",1,689,2013
"1461",1,"15/10/2013",1,435,2013
"1462",2,"15/10/2013",1,550,2013
"1463",0,"15/10/2013",1,657,2013
"1464",0,"16/10/2013",1,248,2013
"1465",1,"16/10/2013",1,593,2013
"1466",1,"17/10/2013",1,68,2013
"1467",2,"17/10/2013",1,339,2013
"1468",0,"17/10/2013",1,344,2013
"1469",0,"17/10/2013",1,471,2013
"1470",1,"17/10/2013",1,668,2013
"1471",0,"18/10/2013",2,670,2013
"1472",2,"19/10/2013",1,447,2013
"1473",1,"19/10/2013",1,508,2013
"1474",0,"19/10/2013",1,544,2013
"1475",3,"19/10/2013",2,675,2013
"1476",2,"20/10/2013",1,222,2013
"1477",0,"20/10/2013",1,380,2013
"1478",1,"20/10/2013",1,547,2013
"1479",1,"21/10/2013",1,653,2013
"1480",2,"22/10/2013",2,344,2013
"1481",0,"22/10/2013",1,384,2013
"1482",1,"22/10/2013",1,498,2013
"1483",2,"23/10/2013",1,160,2013
"1484",0,"23/10/2013",1,586,2013
"1485",1,"23/10/2013",1,659,2013
"1486",1,"24/10/2013",1,122,2013
"1487",0,"24/10/2013",1,257,2013
"1488",1,"24/10/2013",1,334,2013
"1489",0,"24/10/2013",1,343,2013
"1490",1,"24/10/2013",1,582,2013
"1491",2,"25/10/2013",2,115,2013
"1492",0,"25/10/2013",1,489,2013
"1493",1,"26/10/2013",2,220,2013
"1494",1,"26/10/2013",1,331,2013
"1495",1,"26/10/2013",1,428,2013
"1496",3,"27/10/2013",1,43,2013
"1497",3,"27/10/2013",1,487,2013
"1498",0,"28/10/2013",1,599,2013
"1499",1,"29/10/2013",1,329,2013
"1500",0,"30/10/2013",1,320,2013
"1501",0,"30/10/2013",2,471,2013
"1502",2,"30/10/2013",1,552,2013
"1503",2,"31/10/2013",1,212,2013
"1504",1,"31/10/2013",1,403,2013
"1505",1,"31/10/2013",2,657,2013
"1506",2,"1/11/2013",2,331,2013
"1507",2,"1/11/2013",1,346,2013
"1508",0,"1/11/2013",1,615,2013
"1509",0,"2/11/2013",2,593,2013
"1510",1,"3/11/2013",1,578,2013
"1511",3,"4/11/2013",2,160,2013
"1512",2,"4/11/2013",2,452,2013
"1513",3,"5/11/2013",2,334,2013
"1514",1,"7/11/2013",2,343,2013
"1515",1,"7/11/2013",2,650,2013
"1516",2,"7/11/2013",1,661,2013
"1517",2,"8/11/2013",1,105,2013
"1518",0,"8/11/2013",2,668,2013
"1519",2,"9/11/2013",1,183,2013
"1520",3,"9/11/2013",2,569,2013
"1521",1,"12/11/2013",3,343,2013
"1522",0,"12/11/2013",3,670,2013
"1523",0,"13/11/2013",2,435,2013
"1524",0,"13/11/2013",3,471,2013
"1525",0,"13/11/2013",2,507,2013
"1526",1,"13/11/2013",2,550,2013
"1527",1,"13/11/2013",2,594,2013
"1528",1,"14/11/2013",3,344,2013
"1529",0,"14/11/2013",2,498,2013
"1530",1,"15/11/2013",2,508,2013
"1531",1,"15/11/2013",2,582,2013
"1532",2,"16/11/2013",2,244,2013
"1533",0,"16/11/2013",2,388,2013
"1534",0,"17/11/2013",3,103,2013
"1535",0,"17/11/2013",2,546,2013
"1536",2,"17/11/2013",1,656,2013
"1537",2,"18/11/2013",2,339,2013
"1538",1,"19/11/2013",2,614,2013
"1539",2,"19/11/2013",2,689,2013
"1540",1,"20/11/2013",2,68,2013
"1541",2,"20/11/2013",2,248,2013
"1542",3,"20/11/2013",2,487,2013
"1543",0,"21/11/2013",2,320,2013
"1544",0,"21/11/2013",3,452,2013
"1545",0,"21/11/2013",2,661,2013
"1546",0,"22/11/2013",4,343,2013
"1547",0,"22/11/2013",2,586,2013
"1548",0,"24/11/2013",2,544,2013
"1549",1,"24/11/2013",2,552,2013
"1550",1,"24/11/2013",2,578,2013
"1551",0,"25/11/2013",2,653,2013
"1552",0,"26/11/2013",2,5,2013
"1553",1,"26/11/2013",2,122,2013
"1554",0,"26/11/2013",1,221,2013
"1555",2,"26/11/2013",4,452,2013
"1556",0,"27/11/2013",2,599,2013
"1557",3,"28/11/2013",1,219,2013
"1558",0,"29/11/2013",2,428,2013
"1559",0,"29/11/2013",2,489,2013
"1560",0,"30/11/2013",2,257,2013
"1561",1,"30/11/2013",5,343,2013
"1562",2,"30/11/2013",3,544,2013
"1563",3,"1/12/2013",2,43,2013
"1564",2,"1/12/2013",2,183,2013
"1565",2,"1/12/2013",2,656,2013
"1566",3,"2/12/2013",2,222,2013
"1567",2,"4/12/2013",2,329,2013
"1568",2,"4/12/2013",3,339,2013
"1569",3,"4/12/2013",3,498,2013
"1570",2,"5/12/2013",3,115,2013
"1571",2,"5/12/2013",2,615,2013
"1572",0,"5/12/2013",3,668,2013
"1573",3,"6/12/2013",2,219,2013
"1574",1,"6/12/2013",3,222,2013
"1575",1,"6/12/2013",5,452,2013
"1576",2,"6/12/2013",3,487,2013
"1577",2,"6/12/2013",5,526,2013
"1578",2,"7/12/2013",3,122,2013
"1579",0,"7/12/2013",3,272,2013
"1580",1,"7/12/2013",3,593,2013
"1581",0,"8/12/2013",4,670,2013
"1582",1,"9/12/2013",4,103,2013
"1583",4,"9/12/2013",2,403,2013
"1584",0,"9/12/2013",5,517,2013
"1585",3,"10/12/2013",2,105,2013
"1586",0,"10/12/2013",2,547,2013
"1587",1,"11/12/2013",2,673,2013
"1588",0,"12/12/2013",2,346,2013
"1589",1,"13/12/2013",6,343,2013
"1590",3,"14/12/2013",4,339,2013
"1591",0,"15/12/2013",3,257,2013
"1592",1,"15/12/2013",3,675,2013
"1593",0,"17/12/2013",4,257,2013
"1594",1,"17/12/2013",3,550,2013
"1595",3,"18/12/2013",7,343,2013
"1596",1,"18/12/2013",4,471,2013
"1597",1,"19/12/2013",3,489,2013
"1598",4,"20/12/2013",3,435,2013
"1599",2,"20/12/2013",3,594,2013
"1600",3,"21/12/2013",2,212,2013
"1601",1,"21/12/2013",3,650,2013
"1602",1,"22/12/2013",8,343,2013
"1603",0,"22/12/2013",3,653,2013
"1604",1,"23/12/2013",3,346,2013
"1605",1,"23/12/2013",3,507,2013
"1606",1,"23/12/2013",3,508,2013
"1607",2,"24/12/2013",3,582,2013
"1608",1,"27/12/2013",3,614,2013
"1609",4,"28/12/2013",3,569,2013
"1610",1,"29/12/2013",4,222,2013
"1611",2,"29/12/2013",4,487,2013
"1612",0,"1/01/2014",5,471,2013
"1613",2,"1/01/2014",4,498,2013
"1614",1,"3/01/2014",3,68,2013
"1615",3,"3/01/2014",3,403,2013
"1616",2,"3/01/2014",5,498,2013
"1617",2,"8/01/2014",4,122,2013
"1618",4,"9/01/2014",3,5,2013
"1619",4,"14/01/2014",3,43,2013
